Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
06/04/2021,22,VI,334,75284,220,159,41430,107,Admin,334,221,191,33601,119,0,0,0
06/04/2021,22,OR,20562,4123145,18635,7749,2318881,7010,Report,20562,18635,13829,1948094,12582,0,0,0
06/04/2021,22,SC,16209,4017754,10095,6789,2218592,4664,Admin,16209,10096,10870,1879433,6139,0,0,0
06/04/2021,22,MT,255,869261,1022,158,484809,613,Report,255,1022,155,410207,538,0,0,0
06/04/2021,22,NH,6039,1413342,4072,1469,800648,1226,Report,6039,4072,4707,679875,3007,0,0,0
06/04/2021,22,NH,8232,1522309,5921,1496,819180,1241,Admin,8232,5922,4867,718425,3513,0,0,0
06/04/2021,22,PR,22192,3794248,15247,8009,2093082,5247,Admin,22192,15248,14526,1773811,10205,0,0,0
06/04/2021,22,VT,4026,812982,3053,804,459318,640,Admin,4026,3054,3426,380870,2555,0,0,0
06/04/2021,22,MO,16368,5012336,9977,6294,2756388,4626,Admin,16368,9977,10667,2324348,5827,0,0,0
06/04/2021,22,MN,18305,5461633,14449,7838,3067836,6392,Report,18305,14449,11357,2627328,8723,0,0,0
06/04/2021,22,CT,19075,4237064,11078,5136,2335170,4279,Admin,19075,11078,14524,2031098,7317,0,0,0
06/04/2021,22,FL,69823,18982387,64299,32697,10827428,33283,Report,69823,64299,41776,8510451,36601,0,0,0
06/04/2021,22,TX,115070,23293586,81128,56971,13343699,41501,Report,115070,81128,62533,10457956,43014,0,0,0
06/04/2021,22,MO,12459,4713270,10169,5744,2656072,5185,Report,12459,10169,7684,2130007,5518,0,0,0
06/04/2021,22,PA,64393,14000623,41307,24338,8166955,17370,Admin,64393,41307,42584,6290263,25715,0,0,0
06/04/2021,22,MT,2527,928282,1670,912,504086,711,Admin,2527,1671,1821,443875,1104,0,0,0
06/04/2021,22,TX,119622,24424108,76701,46701,13751788,35233,Admin,119622,76701,76371,11226767,44138,0,0,0
06/04/2021,22,LA,9290,3112365,7764,4549,1712673,3888,Report,9290,7764,5051,1467057,4129,0,0,0
06/04/2021,22,NJ,47757,9326066,33212,18910,5208903,14757,Admin,47757,33212,31092,4570808,20161,0,0,0
06/04/2021,22,US,1399594,299120522,1002963,645179,169735441,478187,Report,1399594,1002963,810749,137455367,560403,0,0,0
06/04/2021,22,TN,14170,4888109,11563,6409,2748508,5616,Report,14170,11563,7493,2189556,6021,0,0,0
06/04/2021,22,VA,41209,8911002,27152,14166,4927478,11285,Admin,41209,27153,28046,4159490,16629,0,0,0
06/04/2021,22,OK,7001,2975700,5093,3671,1681828,2635,Report,7001,5093,3617,1344106,2679,0,0,0
06/04/2021,22,HI,482,1595765,3560,236,948635,2449,Report,482,3560,386,677916,1266,0,0,0
06/04/2021,22,AK,1747,616473,1218,996,343339,726,Report,1747,1218,938,290096,619,0,0,0
06/04/2021,22,KY,12808,3572556,7567,5090,1966376,3569,Admin,12808,7568,8497,1718991,4506,0,0,0
06/04/2021,22,ME,5737,1503653,4530,2143,851915,2014,Report,5737,4530,4042,746173,2858,0,0,0
06/04/2021,22,OH,40481,10288124,24297,13642,5574525,10270,Admin,40481,24297,28379,4931404,15136,0,0,0
06/04/2021,22,KS,11829,2343100,5498,5838,1318940,2787,Report,11829,5498,6377,1128526,2964,0,0,0
06/04/2021,22,CO,26196,5955650,17641,8753,3264579,7362,Admin,26196,17641,18253,2795484,10879,0,0,0
06/04/2021,22,NM,7092,2167318,5047,3465,1204512,2664,Report,7092,5047,3948,1013369,2663,0,0,0
06/04/2021,22,CO,25996,5688458,19676,13441,3169329,9864,Report,25996,19676,14498,2651999,10842,0,0,0
06/04/2021,22,ME,6477,1568601,4155,1743,874171,1504,Admin,6477,4155,4978,781893,2915,0,0,0
06/04/2021,22,NJ,42281,9237904,35563,20934,5268434,18227,Report,42281,35563,24258,4413738,19175,0,0,0
06/04/2021,22,GA,171034,7783684,53142,66752,4310672,22715,Report,171034,53142,103567,3512913,30893,0,0,0
06/04/2021,22,ID,3430,1246785,2662,1462,674004,1283,Report,3430,2662,2221,591294,1623,0,0,0
06/04/2021,22,NE,6190,1818289,3670,2026,973204,1534,Admin,6190,3671,4410,879156,2263,0,0,0
06/04/2021,22,NC,33025,8962755,20781,12910,4993784,9630,Admin,33025,20781,21176,4233482,12142,0,0,0
06/04/2021,22,SD,1278,780255,1097,684,426683,617,Report,1278,1097,727,377759,585,0,0,0
06/04/2021,22,NY,91243,20821845,65331,34238,11342101,28832,Admin,91243,65331,61971,9758660,40348,0,0,0
06/04/2021,22,MA,35546,8146584,34103,14262,4618154,12430,Report,35546,34103,22700,3763179,22613,0,0,0
06/04/2021,22,GU,2196,163982,690,1120,91310,348,Report,2196,690,1160,74927,391,0,0,0
06/04/2021,22,KS,8686,2521546,5179,3547,1402157,2411,Admin,8686,5179,5563,1220272,3020,0,0,0
06/04/2021,22,ND,1381,615285,920,680,342249,481,Admin,1381,920,833,294278,529,0,0,0
06/04/2021,22,RP,0,24377,98,0,13699,91,Admin,0,98,0,12476,54,0,0,0
06/04/2021,22,GA,26400,8154731,21810,10290,4457714,9141,Admin,26400,21810,17023,3711160,13227,0,0,0
06/04/2021,22,ID,3515,1302414,2487,1497,694092,1081,Admin,3515,2487,2298,624962,1644,0,0,0
06/04/2021,22,DE,4426,951447,3398,1859,549745,1601,Report,4426,3398,2742,427746,1875,0,0,0
06/04/2021,22,VA,39983,8446018,27611,18402,4742448,12550,Report,39983,27611,22546,3904536,15935,0,0,0
06/04/2021,22,MP,210,49258,198,121,26509,97,Report,210,198,94,23034,105,0,0,0
06/04/2021,22,US,1388646,316676318,902096,505372,176005658,380611,Admin,1388646,902096,931158,146912984,557647,0,0,0
06/04/2021,22,WI,15870,5517836,12693,7195,3017116,6224,Report,15870,12693,9801,2615992,7171,0,0,0
06/04/2021,22,UT,60,2591362,4141,45,1466698,2001,Report,60,4141,102,1043093,2364,0,0,0
06/04/2021,22,CA,201868,41211366,125821,71694,23829155,52228,Admin,201868,125822,135542,18509870,78220,0,0,0
06/04/2021,22,FL,89833,20155064,64143,39674,11201797,30684,Admin,89833,64144,58719,9188826,39369,0,0,0
06/04/2021,22,IL,58674,12555420,36233,18406,6818224,14258,Admin,58674,36233,41666,6069110,23152,0,0,0
06/04/2021,22,WY,1641,423823,865,787,230851,455,Admin,1641,866,946,197989,479,0,0,0
06/04/2021,22,ND,1421,617621,1061,803,340110,585,Report,1421,1061,688,280490,549,0,0,0
06/04/2021,22,WI,20491,5788885,12396,6830,3083264,5021,Admin,20491,12396,14691,2774469,8181,0,0,0
06/03/2021,22,KY,11779,3559748,7419,5191,1961286,3651,Admin,11779,7419,7461,1710494,4274,0,0,0
06/03/2021,22,NC,30217,8929730,19961,12612,4980874,9781,Admin,30217,19962,18798,4212306,11226,0,0,0
06/03/2021,22,FL,47596,18912564,67133,22613,10794731,35328,Report,47596,67133,29661,8468675,37619,0,0,0
06/03/2021,22,OK,5920,2968699,5263,2991,1678157,2741,Report,5920,5263,3180,1340489,2764,0,0,0
06/03/2021,22,SD,1624,778977,1237,741,425999,702,Report,1624,1237,1002,377032,643,0,0,0
06/03/2021,22,ND,1508,616200,1123,796,339307,625,Report,1508,1123,772,279802,582,0,0,0
06/03/2021,22,HI,3087,1595283,4213,2266,948399,2892,Report,3087,4213,1030,677530,1502,0,0,0
06/03/2021,22,LA,7677,3103075,7853,3351,1708124,3915,Report,7677,7853,4588,1462006,4199,0,0,0
06/03/2021,22,LA,11296,3285169,7266,5060,1784263,3523,Admin,11296,7266,6853,1572143,4103,0,0,0
06/03/2021,22,MP,250,49565,233,180,26708,123,Admin,250,234,74,23148,115,0,0,0
06/03/2021,22,ID,3823,1298899,2515,1406,692595,1104,Admin,3823,2516,2631,622664,1651,0,0,0
06/03/2021,22,WV,1325,1321189,2679,478,735780,1856,Report,1325,2679,1061,612308,1036,0,0,0
06/03/2021,22,WI,12776,5501966,13786,4868,3009921,6970,Report,12776,13786,8522,2606191,7566,0,0,0
06/03/2021,22,NE,87,1706401,3983,37,933517,1988,Report,87,3983,95,821358,2107,0,0,0
06/03/2021,22,RP,0,24225,97,0,13598,77,Report,0,97,0,12337,53,0,0,0
06/03/2021,22,US,808036,297720928,999474,355827,169090262,481649,Report,808036,999474,489368,136644618,553532,0,0,0
06/03/2021,22,MD,23834,6186967,22287,8107,3471023,9377,Report,23834,22287,15865,2931258,13667,0,0,0
06/03/2021,22,MT,182,869006,1471,100,484651,841,Report,182,1471,114,410052,782,0,0,0
06/03/2021,22,OR,20482,4333630,15791,5601,2395023,5125,Admin,20482,15792,15792,2067075,11522,0,0,0
06/03/2021,22,DE,4683,1000129,3010,1675,563820,1206,Admin,4683,3010,3045,456475,1855,0,0,0
06/03/2021,22,GA,1991,7612650,28914,779,4243920,13300,Report,1991,28914,1456,3409346,16244,0,0,0
06/03/2021,22,MA,29689,8111038,37395,8523,4603892,13458,Report,29689,37395,21968,3740479,24858,0,0,0
06/03/2021,22,GU,798,177085,753,453,96265,404,Admin,798,753,434,81711,409,0,0,0
06/03/2021,22,KY,12946,3670108,9553,7085,2068762,5308,Report,12946,9553,6409,1728826,4895,0,0,0
06/03/2021,22,PR,18794,2740718,15566,8643,1625206,7419,Report,18794,15566,10408,1204529,8465,0,0,0
06/03/2021,22,OR,14782,4102583,19956,5002,2311132,7646,Report,14782,19956,10771,1934265,13287,0,0,0
06/03/2021,22,WV,5755,1400017,3091,2582,789236,1773,Admin,5755,3092,3514,645639,1535,0,0,0
06/03/2021,22,MT,2788,925755,1584,1126,503174,733,Admin,2788,1584,1920,442054,1004,0,0,0
06/03/2021,22,SC,7786,3794396,10115,3302,2129882,4962,Report,7786,10115,4970,1750335,5675,0,0,0
06/03/2021,22,NC,20032,8184505,17258,8751,4598111,8563,Report,20032,17258,12363,3806938,9642,0,0,0
06/03/2021,22,MI,35058,9152952,21988,11564,4917273,9065,Admin,35058,21988,24575,4400743,13676,0,0,0
06/03/2021,22,MN,13417,5443328,15982,4710,3059998,7102,Report,13417,15982,9078,2615971,9619,0,0,0
06/03/2021,22,NY,39601,19800697,80363,18127,10936710,34631,Report,39601,80363,24091,9201500,38949,0,0,0
06/03/2021,22,MO,11360,4700811,10629,5004,2650328,5530,Report,11360,10629,6862,2122323,5580,0,0,0
06/03/2021,22,ME,4430,1497916,4989,1522,849772,2228,Report,4430,4989,3185,742131,3082,0,0,0
06/03/2021,22,AR,6082,2089146,5484,2787,1195850,2840,Report,6082,5484,3517,946639,2991,0,0,0
06/03/2021,22,TN,10622,5342629,11530,4574,2891106,5124,Admin,10622,11530,6342,2423005,6439,0,0,0
06/03/2021,22,VA,34543,8869793,27250,12940,4913312,11834,Admin,34543,27251,22453,4131444,16200,0,0,0
06/03/2021,22,VT,1616,780410,4079,342,451305,1228,Report,1616,4079,1310,354287,3011,0,0,0
06/03/2021,22,AL,412,3025695,2615,130,1715769,1209,Report,412,2615,395,1435719,1730,0,0,0
06/03/2021,22,GA,24986,8128331,22532,9458,4447424,9682,Admin,24986,22532,16183,3694137,13456,0,0,0
06/03/2021,22,DC,2898,861525,1823,997,475368,769,Admin,2898,1824,1912,363762,1061,0,0,0
06/03/2021,22,NJ,43038,9278309,32649,17315,5189993,15280,Admin,43038,32650,27968,4539716,19081,0,0,0
06/03/2021,22,IN,21794,5533863,14919,7360,2954376,5946,Admin,21794,14920,15191,2649775,9418,0,0,0
06/03/2021,22,MS,5662,1977446,3749,2423,1063035,1714,Admin,5662,3750,3440,943438,2161,0,0,0
06/03/2021,22,CT,13997,4217989,10682,4983,2330034,4482,Admin,13997,10683,9684,2016574,6722,0,0,0
06/03/2021,22,IA,8399,2938642,5610,3092,1589431,2445,Admin,8399,5610,5816,1435906,3519,0,0,0
06/03/2021,22,CO,23752,5929454,17735,8854,3255826,7953,Admin,23752,17735,15732,2777231,10460,0,0,0
06/03/2021,22,HI,4554,1634602,3371,2078,963181,2216,Admin,4554,3371,2733,693308,1337,0,0,0
06/03/2021,22,AR,7016,2202955,4360,3143,1246723,2132,Admin,7016,4360,4195,1015053,2459,0,0,0
06/03/2021,22,WI,20236,5768394,12122,7347,3076434,5283,Admin,20236,12123,14243,2759778,7660,0,0,0
06/03/2021,22,SD,2212,787415,1181,1029,431580,634,Admin,2212,1181,1343,381553,656,0,0,0
06/03/2021,22,PR,24974,3772056,15195,8162,2085073,5142,Admin,24974,15195,17046,1759285,10247,0,0,0
06/03/2021,22,AZ,24627,6682834,16903,9428,3636663,7812,Admin,24627,16904,16062,2951967,9739,0,0,0
06/03/2021,22,WA,35759,7873560,27275,12352,4326091,10425,Admin,35759,27276,25339,3718389,18327,0,0,0
06/03/2021,22,VA,2056,8406035,30398,765,4724046,13843,Report,2056,30398,1716,3881990,17549,0,0,0
06/03/2021,22,TN,11494,4873939,11972,4504,2742099,5961,Report,11494,11972,6649,2182063,6121,0,0,0
06/03/2021,22,NH,434,1407303,4474,379,799179,1404,Report,434,4474,175,675168,3232,0,0,0
06/03/2021,22,FM,0,43994,176,0,25360,96,Report,0,176,3,20508,120,0,0,0
06/03/2021,22,UT,1954,2591302,4191,1125,1466653,2029,Report,1954,4191,1024,1042991,2393,0,0,0
06/03/2021,22,WY,1398,422182,803,664,230064,435,Admin,1398,804,875,197043,435,0,0,0
06/03/2021,22,AS,0,43052,77,0,23651,55,Report,0,77,3,19403,21,0,0,0
06/03/2021,22,WA,37542,7718703,38899,15367,4352797,16642,Report,37542,38899,23740,3592191,23863,0,0,0
06/03/2021,22,US,1235816,315287672,891666,466600,175500286,394975,Admin,1235816,891667,817616,145981826,534007,0,0,0
06/03/2021,22,GU,365,161786,914,299,90190,470,Report,365,914,265,73767,512,0,0,0
06/03/2021,22,MN,21091,5782645,12847,6694,3169058,5070,Admin,21091,12848,15192,2839325,8434,0,0,0
06/03/2021,22,AK,1834,614726,1310,916,342343,812,Report,1834,1310,1035,289158,632,0,0,0
06/03/2021,22,AL,8005,3248904,5054,3236,1841767,2280,Admin,8005,5054,5255,1534040,3145,0,0,0
06/03/2021,22,ND,1896,613904,914,903,341569,505,Admin,1896,915,1124,293445,510,0,0,0
06/03/2021,22,CA,175910,41009498,124783,64392,23757461,55502,Admin,175910,124783,118126,18374328,74117,0,0,0
06/03/2021,22,OK,9109,3174401,5922,4090,1759567,2995,Admin,9109,5923,5354,1463692,3154,0,0,0
06/03/2021,22,SC,13639,4001545,9703,5983,2211803,4597,Admin,13639,9703,8912,1868563,5710,0,0,0
06/03/2021,22,CA,119902,38637246,138318,47652,22578499,66364,Report,119902,138318,77276,17205248,77223,0,0,0
06/03/2021,22,TX,83168,23178516,83592,46254,13286728,44010,Report,83168,83592,40215,10395423,43833,0,0,0
06/03/2021,22,AS,36,44055,97,24,24226,61,Admin,36,97,17,19871,38,0,0,0
06/03/2021,22,NV,7481,2525610,8614,3553,1431756,4737,Report,7481,8614,4717,1145796,4719,0,0,0
06/03/2021,22,PA,58584,13936230,40581,21524,8142617,17746,Admin,58584,40581,39203,6247679,24648,0,0,0
06/03/2021,22,MO,15155,4995968,9656,6427,2750094,4703,Admin,15155,9656,9308,2313681,5425,0,0,0
06/03/2021,22,VI,311,71983,237,180,40085,123,Report,311,237,146,31679,125,0,0,0
06/03/2021,22,KS,466,2331271,4684,166,1313102,2433,Report,466,4684,434,1122149,2521,0,0,0
06/03/2021,22,IL,30292,11748935,42056,13367,6941722,23887,Report,30292,42056,16889,5113364,19262,0,0,0
06/03/2021,22,NM,7698,2141609,4834,3454,1181136,2415,Admin,7698,4834,4852,1023661,2780,0,0,0
06/03/2021,22,MI,22047,8742979,24674,8640,4786194,11282,Report,22047,24674,14211,4234717,14309,0,0,0
06/03/2021,22,NE,6334,1812099,3460,2189,971178,1599,Admin,6334,3460,4343,874746,1983,0,0,0
06/03/2021,22,NM,5531,2160226,6453,2445,1201047,3281,Report,5531,6453,3402,1009421,3439,0,0,0
06/03/2021,22,MS,3626,1790189,4790,1638,1021363,2586,Report,3626,4790,2087,817730,2382,0,0,0
06/03/2021,22,WY,166,397654,959,80,221074,546,Report,166,959,139,185170,494,0,0,0
06/03/2021,22,IN,20821,5141173,16028,7407,2845270,7446,Report,20821,16028,13212,2405517,9047,0,0,0
06/03/2021,22,CT,10631,4059343,13011,4376,2269428,5827,Report,10631,13011,6793,1922629,7777,0,0,0
06/03/2021,22,ME,5648,1562124,4074,1995,872428,1626,Admin,5648,4075,4199,776915,2722,0,0,0
06/03/2021,22,VT,3976,808956,3117,809,458514,699,Admin,3976,3117,3354,377444,2564,0,0,0
06/03/2021,22,DC,1322,792734,2648,505,449123,1112,Report,1322,2648,857,328856,1426,0,0,0
06/03/2021,22,RI,4143,1170969,4144,1797,655549,1908,Report,4143,4144,2397,552367,2336,0,0,0
06/03/2021,22,PA,29223,12677443,43923,14039,7497396,21449,Report,29223,43923,16758,5633265,24328,0,0,0
06/03/2021,22,CO,22088,5662462,20413,11705,3155888,10092,Report,22088,20413,11001,2637501,11198,0,0,0
06/03/2021,22,AK,2215,676516,1378,904,359346,724,Admin,2215,1378,1472,311890,782,0,0,0
06/03/2021,22,ID,2734,1243355,2780,1036,672542,1399,Report,2734,2780,1845,589073,1643,0,0,0
06/03/2021,22,FL,76676,20065231,63231,33133,11162123,31007,Admin,76676,63231,50381,9130107,38137,0,0,0
06/03/2021,22,IL,50299,12496746,35000,17135,6799818,14532,Admin,50299,35001,34796,6027444,21656,0,0,0
06/03/2021,22,NV,9408,2622862,7622,4579,1478968,4033,Admin,9408,7622,5600,1194967,4254,0,0,0
06/03/2021,22,VI,359,74950,223,187,41271,110,Admin,359,223,182,33410,116,0,0,0
06/03/2021,22,DE,2209,947021,4298,664,547886,2161,Report,2209,4298,1536,425004,2219,0,0,0
06/03/2021,22,FM,147,45511,257,94,26542,177,Admin,147,257,85,21685,185,0,0,0
06/03/2021,22,MH,40,32403,84,16,17745,28,Admin,40,85,24,15132,58,0,0,0
06/03/2021,22,RP,144,24377,117,97,13699,91,Admin,144,117,144,12476,73,0,0,0
06/03/2021,22,OH,36549,10247643,23504,13238,5560883,10715,Admin,36549,23505,25103,4903025,13986,0,0,0
06/03/2021,22,IA,4031,2858476,7143,1646,1561159,3159,Report,4031,7143,2639,1390163,4289,0,0,0
06/03/2021,22,MP,0,49048,208,0,26388,102,Report,0,208,0,22940,110,0,0,0
06/03/2021,22,RI,5247,1228215,3825,1614,677831,1519,Admin,5247,3826,3772,586266,2379,0,0,0
06/03/2021,22,NH,7717,1514077,6056,1520,817684,1327,Admin,7717,6056,4733,713558,3614,0,0,0
06/03/2021,22,MD,30827,6503208,22983,9205,3587831,8956,Admin,30827,22984,22530,3097734,14670,0,0,0
06/03/2021,22,KS,8117,2512860,5082,3391,1398610,2483,Admin,8117,5083,5066,1214709,2855,0,0,0
06/03/2021,22,TX,100518,24304486,74825,40765,13705087,35986,Admin,100518,74825,63138,11150396,41522,0,0,0
06/03/2021,22,NJ,45522,9195623,35861,20430,5247500,18578,Report,45522,35861,27046,4389480,19065,0,0,0
06/03/2021,22,MA,36960,8387622,30242,11365,4706838,10561,Admin,36960,30242,26818,3913943,20627,0,0,0
06/03/2021,22,OH,23338,9953378,26023,10717,5456399,13272,Report,23338,26023,13440,4728941,13888,0,0,0
06/03/2021,22,AZ,13439,5997066,16809,6302,3454536,8966,Report,13439,16809,7502,2638935,8492,0,0,0
06/03/2021,22,NY,84491,20730602,65057,34217,11307863,30408,Admin,84491,65058,55420,9696689,38580,0,0,0
06/03/2021,22,MH,0,30257,74,0,16457,62,Report,0,74,0,13971,26,0,0,0
06/03/2021,22,UT,11209,2707303,7418,4271,1542793,3315,Admin,11209,7418,7459,1265189,4507,0,0,0
06/02/2021,22,HI,3483,1630048,3620,2033,961103,2528,Admin,3483,3621,1714,690575,1273,0,0,0
06/02/2021,22,NC,25140,8899513,19885,12872,4968262,10127,Admin,25140,19886,13546,4193508,10856,0,0,0
06/02/2021,22,US,1106630,314051856,905784,495639,175033686,416409,Admin,1106630,905784,663111,145164210,527861,0,0,0
06/02/2021,22,US,508652,296912892,1100084,244706,168734435,522790,Report,508652,1100084,287825,136155250,615023,0,0,0
06/02/2021,22,MD,4,6163133,24720,1,3462916,10470,Report,4,24720,260,2915393,15067,0,0,0
06/02/2021,22,NY,74603,20646111,65728,35391,11273646,32067,Admin,74603,65728,43852,9641269,37691,0,0,0
06/02/2021,22,WI,17364,5748158,12369,8003,3069087,5680,Admin,17364,12369,10698,2745535,7491,0,0,0
06/02/2021,22,NH,7366,1406869,8080,1586,798800,-9400,Report,7366,8080,5786,674993,16031,0,0,0
06/02/2021,22,RP,0,24233,96,0,13602,77,Admin,0,97,0,12332,53,0,0,0
06/02/2021,22,OR,4387,4087801,21825,1797,2306130,8682,Report,4387,21825,3043,1923494,14155,0,0,0
06/02/2021,22,DC,2315,858627,1849,987,474371,815,Admin,2315,1850,1290,361850,1038,0,0,0
06/02/2021,22,DE,1132,944812,4711,613,547222,2394,Report,1132,4711,578,423468,2430,0,0,0
06/02/2021,22,AS,541,43052,164,387,23651,92,Report,541,164,148,19400,71,0,0,0
06/02/2021,22,SD,1125,777353,1297,667,425258,783,Report,1125,1297,539,376030,627,0,0,0
06/02/2021,22,MA,14056,8081349,40871,7064,4595369,14816,Report,14056,40871,7504,3718511,27181,0,0,0
06/02/2021,22,MN,3824,5429911,18688,1957,3055288,8508,Report,3824,18688,2100,2606893,11016,0,0,0
06/02/2021,22,PA,34007,12648220,51099,15237,7483357,24877,Report,34007,51099,19367,5616507,28367,0,0,0
06/02/2021,22,CA,147113,40833588,125335,66169,23693069,58372,Admin,147113,125335,87837,18256202,71989,0,0,0
06/02/2021,22,AK,1693,674301,1305,950,358442,752,Admin,1693,1305,928,310418,689,0,0,0
06/02/2021,22,OH,10443,9930040,29248,6190,5445682,15489,Report,10443,29248,4823,4715501,15077,0,0,0
06/02/2021,22,CO,17317,5640374,21055,7821,3144183,10257,Report,17317,21055,10345,2626500,11743,0,0,0
06/02/2021,22,KS,1956,2330805,5447,1128,1312936,2896,Report,1956,5447,892,1121715,2855,0,0,0
06/02/2021,22,ME,12217,1493486,5623,6068,848250,2533,Report,12217,5623,7076,738946,3436,0,0,0
06/02/2021,22,WV,4210,1394262,3055,2372,786654,1894,Admin,4210,3056,2146,642125,1376,0,0,0
06/02/2021,22,GU,119,161421,875,53,89891,434,Report,119,875,72,73502,481,0,0,0
06/02/2021,22,KS,6112,2504743,5033,3077,1395219,2557,Admin,6112,5034,3385,1209643,2742,0,0,0
06/02/2021,22,TN,15993,5332007,12653,7500,2886532,5744,Admin,15993,12654,8751,2416663,6968,0,0,0
06/02/2021,22,AL,6677,3240899,5323,3501,1838531,2475,Admin,6677,5323,3716,1528785,3276,0,0,0
06/02/2021,22,SC,12396,3987906,9715,5697,2205820,4664,Admin,12396,9716,7415,1859651,5590,0,0,0
06/02/2021,22,MI,29092,9117894,21972,11425,4905709,9740,Admin,29092,21973,18821,4376168,13050,0,0,0
06/02/2021,22,RI,3231,1166826,4632,1673,653752,2155,Report,3231,4632,1604,549970,2604,0,0,0
06/02/2021,22,ID,846,1240621,2954,462,671506,1551,Report,846,2954,450,587228,1710,0,0,0
06/02/2021,22,VA,24673,8403979,36526,10939,4723281,16566,Report,24673,36526,14069,3880274,21065,0,0,0
06/02/2021,22,UT,0,2589348,3923,0,1465528,1872,Report,0,3923,26,1041967,2268,0,0,0
06/02/2021,22,NE,1311,1706314,5848,782,933480,2903,Report,1311,5848,634,821263,3091,0,0,0
06/02/2021,22,UT,8479,2696094,7613,3982,1538522,3445,Admin,8479,7613,5130,1257730,4581,0,0,0
06/02/2021,22,GA,32906,8103345,23742,13930,4437966,10504,Admin,32906,23742,19996,3677954,13914,0,0,0
06/02/2021,22,PA,53875,13877646,41099,23374,8121093,18595,Admin,53875,41100,32757,6208476,24411,0,0,0
06/02/2021,22,AK,200,612892,1290,132,341427,839,Report,200,1290,99,288123,602,0,0,0
06/02/2021,22,NM,7224,2133911,4992,3703,1177682,2628,Admin,7224,4992,4079,1018809,2727,0,0,0
06/02/2021,22,FL,43671,18864968,73826,23578,10772118,39199,Report,43671,73826,24133,8439014,41006,0,0,0
06/02/2021,22,NV,9746,2613454,7892,4744,1474389,4221,Admin,9746,7892,5633,1189367,4356,0,0,0
06/02/2021,22,GU,1018,176287,777,681,95812,414,Admin,1018,778,514,81277,430,0,0,0
06/02/2021,22,IN,3082,5120352,16961,1734,2837863,8428,Report,3082,16961,1493,2392305,9266,0,0,0
06/02/2021,22,AR,1797,2083064,5888,878,1193063,3059,Report,1797,5888,807,943122,3210,0,0,0
06/02/2021,22,ME,5651,1556476,4261,1980,870433,1744,Admin,5651,4261,4107,772716,2792,0,0,0
06/02/2021,22,KY,2563,3657162,10352,1361,2061677,5845,Report,2563,10352,1319,1722417,5184,0,0,0
06/02/2021,22,MN,17293,5761554,13510,7147,3162364,5615,Admin,17293,13511,11090,2824133,8613,0,0,0
06/02/2021,22,DE,4649,995446,3015,1552,562145,1270,Admin,4649,3015,3094,453430,1806,0,0,0
06/02/2021,22,WY,1211,420784,794,734,229400,436,Admin,1211,795,582,196168,420,0,0,0
06/02/2021,22,CT,12080,4203992,10908,5303,2325051,4698,Admin,12080,10909,7485,2006890,6755,0,0,0
06/02/2021,22,MD,28798,6472381,23036,11395,3578626,9454,Admin,28798,23037,18297,3075204,14230,0,0,0
06/02/2021,22,TN,4222,4862445,12946,2316,2737595,6634,Report,4222,12946,2101,2175414,6472,0,0,0
06/02/2021,22,GA,4,7610659,33431,2,4243141,15577,Report,4,33431,186,3407890,18638,0,0,0
06/02/2021,22,ND,1409,612008,987,851,340666,571,Admin,1409,988,784,292321,534,0,0,0
06/02/2021,22,MH,0,30257,74,0,16457,62,Report,0,74,0,13971,26,0,0,0
06/02/2021,22,VI,542,71672,229,254,39905,117,Report,542,229,282,31533,122,0,0,0
06/02/2021,22,NJ,29750,9150101,37019,10262,5227070,19536,Report,29750,37019,20891,4362434,19434,0,0,0
06/02/2021,22,HI,0,1592196,3834,-4,946133,2608,Report,0,3834,13,676500,1389,0,0,0
06/02/2021,22,CO,19483,5905702,18119,9044,3246972,8555,Admin,19483,18119,11446,2761499,10304,0,0,0
06/02/2021,22,MS,17036,1786563,4299,9334,1019725,2370,Report,17036,4299,8094,815643,2115,0,0,0
06/02/2021,22,TX,52924,23095348,87011,26145,13240474,45383,Report,52924,87011,29619,10355208,45939,0,0,0
06/02/2021,22,NE,4338,1805765,3498,2062,968989,1738,Admin,4338,3499,2393,870403,1883,0,0,0
06/02/2021,22,MT,2518,922967,1559,1087,502048,772,Admin,2518,1559,1658,440134,953,0,0,0
06/02/2021,22,IA,3556,2854445,8196,1318,1559513,3704,Report,3556,8196,2178,1387524,4842,0,0,0
06/02/2021,22,LA,4058,3095398,8467,2146,1704773,4356,Report,4058,8467,2133,1457418,4382,0,0,0
06/02/2021,22,NJ,40165,9235271,33015,18557,5172678,15940,Admin,40165,33016,24193,4511748,18782,0,0,0
06/02/2021,22,VI,292,74591,231,136,41084,114,Admin,292,232,164,33228,121,0,0,0
06/02/2021,22,SD,1536,785203,1188,855,430551,672,Admin,1536,1188,871,380210,630,0,0,0
06/02/2021,22,MS,5532,1971784,3984,2571,1060612,1895,Admin,5532,3984,3134,939998,2250,0,0,0
06/02/2021,22,FM,441,43994,202,252,25360,108,Report,441,202,305,20505,133,0,0,0
