Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
08/04/2021,31,OK,9421,3494346,9164,7040,1954517,6774,Report,9421,9164,2694,1602871,2636,0,0,0
08/04/2021,31,WY,117,447749,387,98,247206,284,Report,117,387,88,212447,165,0,0,0
08/04/2021,31,MD,11958,7345883,10594,7861,3946646,6782,Admin,11958,10594,4578,3604322,4072,0,0,0
08/04/2021,31,FL,57904,22806443,66133,42454,12762530,48082,Report,57904,66133,16064,10567995,18885,0,0,0
08/04/2021,31,NH,2756,1692064,2449,1426,874845,1222,Admin,2756,2449,686,801415,606,0,0,0
08/04/2021,31,SD,1726,859901,1317,1267,473361,971,Admin,1726,1318,541,416917,421,0,0,0
08/04/2021,31,TX,84555,28183573,73750,64144,15787636,53776,Admin,84555,73750,22341,13054083,21571,0,0,0
08/04/2021,31,MS,11810,2293556,9183,8787,1262096,7035,Admin,11810,9183,3050,1067605,2181,0,0,0
08/04/2021,31,MO,14261,5518017,14788,8866,3068756,9671,Report,14261,14788,5763,2554854,5529,0,0,0
08/04/2021,31,VA,17422,10002752,15316,11617,5404061,10071,Admin,17422,15316,6218,4795722,5623,0,0,0
08/04/2021,31,WI,10978,6295492,7898,8102,3318336,5519,Admin,10978,7898,3685,3072006,2777,0,0,0
08/04/2021,31,IA,5336,3207621,4249,3899,1716721,3085,Admin,5336,4250,1752,1593691,1423,0,0,0
08/04/2021,31,MH,83,37372,63,40,20721,29,Admin,83,63,52,17833,38,0,0,0
08/04/2021,31,AZ,12475,7146081,12675,8676,3966245,8447,Report,12475,12675,3767,3309350,4278,0,0,0
08/04/2021,31,CT,6060,4612302,6010,3939,2503729,3905,Report,6060,6010,2363,2264139,2454,0,0,0
08/04/2021,31,KS,5798,2724194,5793,3987,1519794,4147,Report,5798,5793,2043,1324216,1892,0,0,0
08/04/2021,31,WI,7058,6189517,7679,4874,3281012,5086,Report,7058,7679,2462,3024706,2950,0,0,0
08/04/2021,31,RI,1487,1335521,1789,915,721171,1090,Report,1487,1789,532,653856,857,0,0,0
08/04/2021,31,HI,1597,1723982,1399,1111,1007198,912,Report,1597,1399,619,760225,615,0,0,0
08/04/2021,31,OR,5111,4762995,5582,3254,2561764,3641,Report,5111,5582,2188,2369063,2275,0,0,0
08/04/2021,31,NM,4770,2385082,3447,3469,1300429,2458,Admin,4770,3448,1531,1170427,1182,0,0,0
08/04/2021,31,FL,73675,23336485,65858,56199,13012150,49879,Admin,73675,65859,19345,10749935,17678,0,0,0
08/04/2021,31,VA,14053,9738560,15972,8990,5292601,9929,Report,14053,15972,5157,4674811,6243,0,0,0
08/04/2021,31,LA,21213,3814803,16203,17415,2131509,13390,Admin,21213,16203,4378,1776209,3223,0,0,0
08/04/2021,31,OH,15959,11228279,13680,11429,5978702,9544,Admin,15959,13680,5656,5509929,4904,0,0,0
08/04/2021,31,AL,16157,3744351,13594,13125,2154556,11080,Admin,16157,13594,3515,1738128,2874,0,0,0
08/04/2021,31,MN,10456,6332938,7941,7721,3399850,5628,Admin,10456,7941,3310,3180928,2670,0,0,0
08/04/2021,31,MA,8587,9177481,10686,5641,5025885,6004,Report,8587,10686,3454,4420802,4523,0,0,0
08/04/2021,31,NC,18112,9794429,19350,13126,5478838,13834,Report,18112,19350,5618,4611928,6038,0,0,0
08/04/2021,31,AL,11490,3646234,12655,9432,2104017,10280,Report,11490,12655,2527,1696031,2711,0,0,0
08/04/2021,31,IN,10980,6183222,9634,7394,3255084,6457,Admin,10980,9635,3985,3020892,3521,0,0,0
08/04/2021,31,PA,23002,15394779,18189,16230,8822748,12504,Admin,23002,18190,8563,7092882,6827,0,0,0
08/04/2021,31,NC,24256,10021767,20323,18193,5552865,15051,Admin,24256,20324,7023,4769112,5880,0,0,0
08/04/2021,31,NY,48510,23478740,38372,33621,12570320,25423,Admin,48510,38373,17389,11329547,14787,0,0,0
08/04/2021,31,MT,1120,977293,1461,792,532808,1051,Report,1120,1461,399,475041,474,0,0,0
08/04/2021,31,MS,37845,2188235,8128,29745,1212096,6397,Report,37845,8128,8117,1035252,1822,0,0,0
08/04/2021,31,RI,2134,1363314,1658,1316,734150,1046,Admin,2134,1659,997,669612,787,0,0,0
08/04/2021,31,AK,926,700531,892,637,383580,622,Report,926,892,387,334266,349,0,0,0
08/04/2021,31,AS,345,52559,127,160,29009,57,Report,345,127,183,24042,69,0,0,0
08/04/2021,31,AS,397,53013,145,170,29222,63,Admin,397,146,170,24219,73,0,0,0
08/04/2021,31,IL,24487,14063997,21404,16031,7495523,13755,Admin,24487,21404,9516,6958904,8494,0,0,0
08/04/2021,31,MI,13501,10035150,11361,9148,5286479,7520,Admin,13501,11362,4989,4935663,4257,0,0,0
08/04/2021,31,US,725329,348102478,677279,493441,192614017,445691,Report,725329,677279,253571,165334987,249563,0,0,0
08/04/2021,31,ND,1127,662165,812,828,367878,595,Admin,1127,812,333,319452,247,0,0,0
08/04/2021,31,CO,11379,6509188,10119,7307,3507970,5975,Report,11379,10119,4500,3148013,4129,0,0,0
08/04/2021,31,RP,0,26683,75,0,15350,59,Admin,0,75,0,13601,23,0,0,0
08/04/2021,31,CT,7898,4685507,5984,5400,2538965,4061,Admin,7898,5984,3038,2297160,2292,0,0,0
08/04/2021,31,IN,9532,6108426,9930,6278,3224073,6317,Report,9532,9930,3309,2990310,3672,0,0,0
08/04/2021,31,VT,352,875208,617,253,483807,384,Report,352,617,166,422436,277,0,0,0
08/04/2021,31,UT,7930,3099327,6956,5417,1738841,4526,Admin,7930,6956,2685,1475856,2583,0,0,0
08/04/2021,31,CA,83726,45467015,90681,54178,25812930,55236,Report,83726,90681,32773,21010034,38054,0,0,0
08/04/2021,31,IA,4202,3157898,4205,3124,1694982,2897,Report,4202,4205,1480,1572078,1573,0,0,0
08/04/2021,31,NE,3104,1954156,3360,2142,1044029,2269,Report,3104,3360,981,961636,1121,0,0,0
08/04/2021,31,DE,1295,1096340,1786,822,608615,1102,Report,1295,1786,461,515850,716,0,0,0
08/04/2021,31,RP,0,26674,93,0,15345,77,Report,0,93,1,13627,24,0,0,0
08/04/2021,31,VT,604,873920,528,412,481253,371,Admin,604,529,257,425201,226,0,0,0
08/04/2021,31,NJ,19255,10576439,16794,13085,5786950,11014,Admin,19255,16795,7269,5303513,6613,0,0,0
08/04/2021,31,AR,12165,2580753,10161,8948,1495466,7632,Admin,12165,10161,3523,1159814,2771,0,0,0
08/04/2021,31,HI,2039,1754036,1641,1519,1016665,1141,Admin,2039,1642,757,768820,659,0,0,0
08/04/2021,31,LA,21870,3698745,15231,17756,2058619,12520,Report,21870,15231,4588,1727145,3098,0,0,0
08/04/2021,31,KY,11862,4234268,9803,8667,2337312,6609,Report,11862,9803,3466,2049739,3559,0,0,0
08/04/2021,31,MO,15998,5684596,13809,9783,3143497,8847,Admin,15998,13809,6696,2634961,5353,0,0,0
08/04/2021,31,ME,2089,1706974,1628,1492,930651,1097,Admin,2089,1629,758,871943,630,0,0,0
08/04/2021,31,ND,787,665764,848,566,365416,595,Report,787,848,242,306479,274,0,0,0
08/04/2021,31,ME,1346,1677415,2444,891,918624,1157,Report,1346,2444,531,860804,1359,0,0,0
08/04/2021,31,GU,398,203414,472,207,108644,241,Report,398,472,233,99024,274,0,0,0
08/04/2021,31,OH,15008,11140551,16043,10435,5933100,9120,Report,15008,16043,5167,5458126,7008,0,0,0
08/04/2021,31,SC,7898,4446983,9673,5773,2450069,6885,Report,7898,9673,2628,2102925,3150,0,0,0
08/04/2021,31,MP,248,62095,186,130,32815,99,Report,248,186,127,29848,92,0,0,0
08/04/2021,31,TX,77986,27700931,75017,56024,15560758,52223,Report,77986,75017,24286,12810625,25743,0,0,0
08/04/2021,31,GA,27523,9246814,24102,20603,5081947,17777,Admin,27523,24102,7445,4212422,6732,0,0,0
08/04/2021,31,VI,447,88672,329,338,49563,243,Admin,447,330,120,39217,89,0,0,0
08/04/2021,31,MP,215,62344,186,109,32941,101,Admin,215,187,112,29977,91,0,0,0
08/04/2021,31,MH,359,36520,88,224,20181,51,Report,359,88,198,17505,49,0,0,0
08/04/2021,31,OK,11500,3577696,9539,8452,1995554,7087,Admin,11500,9539,3565,1643401,2752,0,0,0
08/04/2021,31,DE,1898,1120322,1655,1316,617502,1114,Admin,1898,1656,658,525578,589,0,0,0
08/04/2021,31,KY,9863,3972747,7969,7467,2176104,5968,Admin,9863,7969,2999,1930378,2396,0,0,0
08/04/2021,31,KS,6919,2801380,5811,4870,1556418,4131,Admin,6919,5812,2380,1358845,1917,0,0,0
08/03/2021,31,MH,49,37289,62,31,20681,28,Admin,49,62,20,17781,37,0,0,0
08/03/2021,31,MS,11132,2281746,8911,8377,1253309,6917,Admin,11132,8912,2757,1064555,2052,0,0,0
08/03/2021,31,MP,422,61847,178,223,32685,97,Report,422,178,212,29721,86,0,0,0
08/03/2021,31,WY,16,447632,693,9,247108,490,Report,16,693,25,212359,272,0,0,0
08/03/2021,31,US,452804,347377149,681373,301991,192120576,446300,Report,452804,681373,161750,165081416,252706,0,0,0
08/03/2021,31,PR,0,3984683,4139,0,2186345,2062,Report,0,4139,15,1916897,2293,0,0,0
08/03/2021,31,NY,26139,23049690,39106,16633,12363635,23637,Report,26139,39106,10059,11150603,16683,0,0,0
08/03/2021,31,IA,12372,3153696,4062,8311,1691858,2793,Report,12372,4062,4585,1570598,1530,0,0,0
08/03/2021,31,OR,6362,4831138,5486,4468,2591627,3672,Admin,6362,5486,2405,2394871,2193,0,0,0
08/03/2021,31,MO,15181,5668598,13793,9683,3133714,9001,Admin,15181,13793,6011,2628265,5184,0,0,0
08/03/2021,31,TX,81561,28099018,73165,60025,15723492,52804,Admin,81561,73166,23385,13031742,21966,0,0,0
08/03/2021,31,MN,2739,6102310,8096,1878,3317991,5244,Report,2739,8096,971,3040861,3138,0,0,0
08/03/2021,31,WV,449,1488339,486,288,827192,309,Report,449,486,255,700291,298,0,0,0
08/03/2021,31,LA,22,3676875,13900,9,2040863,11484,Report,22,13900,49,1722557,2777,0,0,0
08/03/2021,31,MT,1325,976173,1314,992,532016,947,Report,1325,1314,366,474642,423,0,0,0
08/03/2021,31,PA,22337,15371777,17982,15643,8806518,12235,Admin,22337,17982,8168,7084319,6814,0,0,0
08/03/2021,31,RP,0,26674,118,0,15345,102,Report,0,118,0,13626,23,0,0,0
08/03/2021,31,IN,11145,6172242,9603,7576,3247690,6389,Admin,11145,9603,3983,3016907,3561,0,0,0
08/03/2021,31,WI,9800,6284514,7644,7009,3310234,5251,Admin,9800,7644,3295,3068321,2768,0,0,0
08/03/2021,31,ND,1170,661038,835,846,367050,607,Admin,1170,835,371,319119,259,0,0,0
08/03/2021,31,KY,9402,3962884,7816,7091,2168637,5819,Admin,9402,7816,2788,1927379,2377,0,0,0
08/03/2021,31,AZ,20183,7133606,12451,13630,3957569,8259,Report,20183,12451,6583,3305583,4240,0,0,0
08/03/2021,31,ND,167,664977,889,121,364850,619,Report,167,889,60,306237,286,0,0,0
08/03/2021,31,MD,10110,7237660,11321,6321,3906411,6563,Report,10110,11321,3637,3568868,4827,0,0,0
08/03/2021,31,CO,10538,6627708,9507,7165,3553872,6116,Admin,10538,9507,3909,3198661,3796,0,0,0
08/03/2021,31,FM,628,59174,427,484,35833,328,Admin,628,428,387,31543,277,0,0,0
08/03/2021,31,OK,20891,3484925,8889,15454,1947477,6594,Report,20891,8889,5810,1600177,2528,0,0,0
08/03/2021,31,KS,3078,2718396,5579,2157,1515807,4038,Report,3078,5579,954,1322173,1783,0,0,0
08/03/2021,31,NJ,13600,10421599,20204,8891,5712244,10911,Report,13600,20204,5313,5204274,10088,0,0,0
08/03/2021,31,WA,7005,9036298,12640,4143,4893712,7530,Report,7005,12640,3120,4403203,5730,0,0,0
08/03/2021,31,MI,13961,10021649,11178,9395,5277331,7322,Admin,13961,11179,5105,4930674,4252,0,0,0
08/03/2021,31,GA,26702,9219291,23920,20172,5061344,17531,Admin,26702,23921,7142,4204977,6786,0,0,0
08/03/2021,31,VA,269,9724507,15638,177,5283611,9725,Report,269,15638,261,4669654,6123,0,0,0
08/03/2021,31,MP,236,62129,185,122,32832,98,Admin,236,186,123,29865,92,0,0,0
08/03/2021,31,NM,586,2498268,4641,381,1364175,2751,Report,586,4641,291,1203488,1970,0,0,0
08/03/2021,31,MO,7420,5503756,14559,4541,3059890,9747,Report,7420,14559,3022,2549091,5241,0,0,0
08/03/2021,31,GU,2,203016,423,1,108437,216,Report,2,423,1,98791,244,0,0,0
08/03/2021,31,FL,57803,22748539,65046,42180,12720076,47395,Report,57803,65046,16857,10551931,18504,0,0,0
08/03/2021,31,ME,1858,1704885,1591,1267,929159,1059,Admin,1858,1592,686,871185,625,0,0,0
08/03/2021,31,FM,219,56200,105,161,33594,77,Report,219,105,83,29439,51,0,0,0
08/03/2021,31,OR,2865,4757884,5573,1896,2558510,3621,Report,2865,5573,1114,2366875,2288,0,0,0
08/03/2021,31,WA,13411,8824561,10840,8720,4716111,6705,Admin,13411,10840,5400,4325088,4614,0,0,0
08/03/2021,31,NE,1850,1951052,3267,1322,1041887,2199,Report,1850,3267,590,960655,1092,0,0,0
08/03/2021,31,CO,7510,6497809,9793,4453,3500663,5695,Report,7510,9793,2736,3143513,4053,0,0,0
08/03/2021,31,LA,20187,3793590,15799,16855,2114094,13062,Admin,20187,15799,3944,1771831,3147,0,0,0
08/03/2021,31,RP,0,26683,93,0,15350,77,Admin,0,93,0,13601,23,0,0,0
08/03/2021,31,MA,10525,9232072,9256,6864,5052130,5952,Admin,10525,9256,4209,4448189,3767,0,0,0
08/03/2021,31,MD,11717,7333925,10552,7637,3938785,6718,Admin,11717,10553,4459,3599744,4075,0,0,0
08/03/2021,31,WI,3511,6182459,7470,2347,3276138,4939,Report,3511,7470,1294,3022244,2883,0,0,0
08/03/2021,31,KY,5099,4222406,9041,3637,2328645,6051,Report,5099,9041,1508,2046273,3356,0,0,0
08/03/2021,31,AZ,13326,7519334,14041,9050,4053590,9331,Admin,13326,14041,4621,3401492,4986,0,0,0
08/03/2021,31,IL,13802,13717452,28033,8812,7874708,17137,Report,13802,28033,5542,6176354,9818,0,0,0
08/03/2021,31,AR,11585,2568588,9957,8493,1486518,7547,Admin,11585,9958,3419,1156291,2663,0,0,0
08/03/2021,31,CA,92239,46339035,77046,61205,26342247,50593,Admin,92239,77046,34150,21341567,28832,0,0,0
08/03/2021,31,AK,944,740307,908,684,391455,627,Admin,944,908,362,348564,357,0,0,0
08/03/2021,31,GU,130,207571,328,51,109903,174,Admin,130,329,87,100644,190,0,0,0
08/03/2021,31,NM,4181,2380312,3369,3086,1296960,2374,Admin,4181,3369,1352,1168896,1210,0,0,0
08/03/2021,31,GA,1,8942111,27481,1,4904745,18111,Report,1,27481,177,4105643,9499,0,0,0
08/03/2021,31,IA,5083,3202285,4149,3752,1712822,2986,Admin,5083,4150,1622,1591939,1422,0,0,0
08/03/2021,31,DE,2047,1118424,1682,1380,616186,1107,Admin,2047,1683,733,524920,615,0,0,0
08/03/2021,31,AS,32,52616,130,28,29052,60,Admin,32,130,5,24049,69,0,0,0
08/03/2021,31,SC,7911,4439085,9464,5766,2444296,6746,Report,7911,9464,2366,2100297,3071,0,0,0
08/03/2021,31,AL,30793,3634744,14341,25047,2094585,11717,Report,30793,14341,6060,1693504,3011,0,0,0
08/03/2021,31,ID,964,1379069,1984,686,736126,1375,Report,964,1984,343,670148,752,0,0,0
08/03/2021,31,MT,1762,1000462,1323,1300,542104,971,Admin,1762,1324,620,483370,453,0,0,0
08/03/2021,31,NV,5402,2987621,7417,3682,1687889,5013,Report,5402,7417,1914,1375778,2723,0,0,0
08/03/2021,31,CT,293,4606242,5906,238,2499790,3890,Report,293,5906,233,2261776,2388,0,0,0
08/03/2021,31,NC,22951,9997511,19794,17114,5534672,14527,Admin,22951,19795,6554,4762089,5820,0,0,0
08/03/2021,31,AL,15832,3728194,13329,13033,2141431,10889,Admin,15832,13330,3435,1734613,2801,0,0,0
08/03/2021,31,MN,10225,6322482,7710,7450,3392129,5361,Admin,10225,7710,3201,3177618,2696,0,0,0
08/03/2021,31,US,754138,354814411,648603,534194,194859676,450905,Admin,754138,648603,246485,167587719,217370,0,0,0
08/03/2021,31,CT,7512,4677609,5890,5189,2533565,3966,Admin,7512,5890,2750,2294122,2278,0,0,0
08/03/2021,31,UT,8226,3091397,6848,5390,1733424,4413,Admin,8226,6848,3052,1473171,2587,0,0,0
08/03/2021,31,AS,0,52214,138,0,28849,73,Report,0,138,0,23859,64,0,0,0
08/03/2021,31,IN,5193,6098894,9783,3368,3217795,6239,Report,5193,9783,1815,2987001,3603,0,0,0
08/03/2021,31,VT,452,874856,600,316,483554,371,Report,452,600,178,422270,274,0,0,0
08/03/2021,31,NC,10707,9776317,19358,7950,5465712,13688,Report,10707,19358,2811,4606310,6151,0,0,0
08/03/2021,31,MH,0,36161,45,0,19957,23,Report,0,45,0,17307,25,0,0,0
08/03/2021,31,RI,1041,1334034,1774,631,720256,1084,Report,1041,1774,453,653324,860,0,0,0
08/03/2021,31,HI,1244,1722385,1509,906,1006087,991,Report,1244,1509,435,759606,662,0,0,0
08/03/2021,31,SC,11765,4505142,10398,9145,2478007,7285,Admin,11765,10399,3249,2124385,3063,0,0,0
08/03/2021,31,HI,1786,1751997,1579,1347,1015146,1078,Admin,1786,1579,631,768063,649,0,0,0
08/03/2021,31,VI,506,88225,330,379,49225,242,Admin,506,330,134,39097,90,0,0,0
08/03/2021,31,DE,1130,1095045,1782,720,607793,1098,Report,1130,1782,443,515389,721,0,0,0
08/03/2021,31,NH,2791,1689308,2403,1413,873419,1195,Admin,2791,2404,677,800729,598,0,0,0
08/03/2021,31,SD,2494,854287,1259,1788,467264,908,Report,2494,1259,804,416490,437,0,0,0
08/03/2021,31,FL,72326,23262810,64778,55180,12955951,48936,Admin,72326,64778,19110,10730590,17604,0,0,0
08/03/2021,31,MA,6197,9168894,10536,3900,5020244,5925,Report,6197,10536,2619,4417348,4446,0,0,0
08/03/2021,31,ME,9120,1676069,2468,2898,917733,1175,Report,9120,2468,6255,860273,1375,0,0,0
08/03/2021,31,AK,1996,699605,850,1437,382943,596,Report,1996,850,704,333879,330,0,0,0
08/03/2021,31,TN,14726,5986759,13683,10736,3230081,9875,Admin,14726,13683,4313,2736494,3982,0,0,0
08/03/2021,31,RI,1863,1361180,1668,1237,732834,1067,Admin,1863,1669,837,668615,781,0,0,0
08/03/2021,31,OH,15898,11212320,13456,11359,5967273,9307,Admin,15898,13457,5624,5504273,4905,0,0,0
08/03/2021,31,IL,24196,14039510,21290,15844,7479492,13636,Admin,24196,21290,9449,6949388,8496,0,0,0
08/03/2021,31,WY,813,463814,714,598,253138,520,Admin,813,715,305,218837,267,0,0,0
08/03/2021,31,ID,2521,1403880,1958,1868,748995,1438,Admin,2521,1959,857,681883,687,0,0,0
08/03/2021,31,VT,595,873316,516,425,480841,361,Admin,595,517,273,424944,224,0,0,0
08/03/2021,31,DC,479,904544,1089,309,500087,654,Report,479,1089,206,387859,466,0,0,0
08/03/2021,31,DC,1198,940289,1035,755,514579,638,Admin,1198,1036,471,404740,404,0,0,0
08/03/2021,31,KS,6232,2794461,5772,4384,1551548,4127,Admin,6232,5772,2151,1356465,1887,0,0,0
08/03/2021,31,VI,504,85376,331,388,47765,243,Report,504,331,113,37739,94,0,0,0
08/03/2021,31,MS,118,2150390,6094,117,1182351,4799,Report,118,6094,45,1027135,1411,0,0,0
08/03/2021,31,AR,3636,2466403,9372,2670,1429626,7260,Report,3636,9372,963,1104020,2390,0,0,0
08/03/2021,31,SD,1795,858175,1311,1330,472094,961,Admin,1795,1312,588,416376,425,0,0,0
08/03/2021,31,NY,45814,23430230,37122,30351,12536699,24191,Admin,45814,37123,17735,11312158,14684,0,0,0
08/03/2021,31,TX,65045,27622945,72819,38480,15504734,50483,Report,65045,72819,28802,12786339,25327,0,0,0
08/03/2021,31,UT,11,3005621,4773,3,1685957,2976,Report,11,4773,40,1437090,1940,0,0,0
08/03/2021,31,PR,9380,4341522,8232,5668,2338993,4522,Admin,9380,8232,3884,2092077,3918,0,0,0
08/03/2021,31,VA,17104,9985330,15123,11381,5392444,9847,Admin,17104,15123,6248,4789504,5649,0,0,0
08/03/2021,31,CA,42594,45383289,88812,27717,25758752,54660,Report,42594,88812,15512,20977261,36716,0,0,0
08/03/2021,31,WV,604,1495657,508,459,830979,351,Admin,604,508,273,707127,258,0,0,0
08/03/2021,31,NE,4030,1991110,3422,2903,1057004,2436,Admin,4030,3422,1258,974016,1107,0,0,0
08/03/2021,31,TN,8418,5792107,13162,6054,3150175,9069,Report,8418,13162,2349,2680491,3713,0,0,0
08/03/2021,31,OH,8944,11125543,15775,5770,5922665,8939,Report,8944,15775,3302,5452959,6856,0,0,0
08/03/2021,31,PA,3049,14634689,26530,2055,8424037,15401,Report,3049,26530,1324,6731236,12269,0,0,0
08/03/2021,31,MI,14449,9828892,10741,9306,5202784,6549,Report,14449,10741,5430,4890859,4600,0,0,0
08/03/2021,31,NJ,19555,10557184,16633,13141,5773865,10786,Admin,19555,16633,7487,5296244,6672,0,0,0
08/03/2021,31,NH,1029,1597768,1999,724,866560,1342,Report,1029,1999,353,794437,767,0,0,0
08/03/2021,31,OK,10820,3566196,9377,8044,1987102,6974,Admin,10820,9378,3223,1639836,2699,0,0,0
08/03/2021,31,NV,8736,3019028,7356,5952,1704743,5033,Admin,8736,7357,3198,1389916,2653,0,0,0
08/02/2021,31,SD,157,851793,1220,105,465476,874,Report,157,1220,57,415686,438,0,0,0
08/02/2021,31,AK,966,739363,912,652,390771,626,Admin,966,913,417,348202,362,0,0,0
08/02/2021,31,PR,4316,3984683,4459,2089,2186345,2266,Report,4316,4459,2362,1916882,2415,0,0,0
08/02/2021,31,RP,0,26674,155,0,15345,139,Report,0,155,0,13626,23,0,0,0
08/02/2021,31,NY,25710,23023551,41607,16353,12347002,25027,Report,25710,41607,10593,11140544,17895,0,0,0
08/02/2021,31,TN,15687,5972033,13547,11192,3219345,9767,Admin,15687,13547,4766,2732181,3951,0,0,0
08/02/2021,31,PA,19038,15349440,17841,13586,8790875,12099,Admin,19038,17841,6638,7076151,6804,0,0,0
08/02/2021,31,MN,8681,6312257,7394,6187,3384679,5056,Admin,8681,7395,2848,3174417,2681,0,0,0
08/02/2021,31,NJ,11792,10407999,20102,7250,5703353,10906,Report,11792,20102,4859,5198961,9989,0,0,0
08/02/2021,31,KS,5449,2715318,5535,3972,1513650,4012,Report,5449,5535,1615,1321219,1768,0,0,0
08/02/2021,31,HI,1344,1750211,1522,1018,1013799,1015,Admin,1344,1522,494,767432,650,0,0,0
08/02/2021,31,DC,1106,939091,1050,657,513824,638,Admin,1106,1050,410,404269,417,0,0,0
08/02/2021,31,GU,149,207441,374,69,109852,201,Admin,149,374,99,100557,212,0,0,0
08/02/2021,31,ND,181,664810,875,133,364729,606,Report,181,875,59,306177,284,0,0,0
08/02/2021,31,AR,10937,2557003,9877,8204,1478025,7585,Admin,10937,9878,3029,1152872,2567,0,0,0
08/02/2021,31,VI,458,87719,332,336,48846,243,Admin,458,333,122,38963,90,0,0,0
08/02/2021,31,VT,733,874404,592,459,483238,361,Report,733,592,339,422092,275,0,0,0
08/02/2021,31,WY,766,463001,728,551,252540,532,Admin,766,729,286,218532,272,0,0,0
08/02/2021,31,SC,11680,4493377,10130,8299,2468862,6988,Admin,11680,10131,3531,2121136,3047,0,0,0
08/02/2021,31,SD,1555,856380,1262,1166,470764,915,Admin,1555,1263,472,415788,415,0,0,0
08/02/2021,31,AR,7201,2462767,9372,5407,1426956,7290,Report,7201,9372,1922,1103057,2364,0,0,0
08/02/2021,31,LA,15838,3773403,15509,12902,2097239,12825,Admin,15838,15509,3270,1767887,3119,0,0,0
08/02/2021,31,MD,11255,7322208,10470,7429,3931148,6613,Admin,11255,10470,4065,3595285,4095,0,0,0
08/02/2021,31,PR,8542,4332142,7936,4968,2333325,4232,Admin,8542,7937,3772,2088193,3917,0,0,0
08/02/2021,31,NV,7887,3010292,7229,5403,1698791,4954,Admin,7887,7229,2812,1386718,2601,0,0,0
08/02/2021,31,NC,20877,9974560,19430,15341,5517558,14141,Admin,20877,19430,6033,4755535,5809,0,0,0
08/02/2021,31,IN,11023,6161097,9510,7424,3240114,6259,Admin,11023,9511,4103,3012924,3594,0,0,0
08/02/2021,31,VI,37,84872,300,27,47377,225,Report,37,300,11,37626,83,0,0,0
08/02/2021,31,AL,11,3603951,10929,10,2069538,8951,Report,11,10929,40,1687444,2335,0,0,0
08/02/2021,31,FL,71707,23190484,63791,54912,12900771,48060,Admin,71707,63792,18940,10711480,17521,0,0,0
08/02/2021,31,MP,0,61425,174,0,32462,97,Report,0,174,0,29509,81,0,0,0
08/02/2021,31,ME,1735,1703027,1594,1226,927892,1059,Admin,1735,1594,606,870499,629,0,0,0
08/02/2021,31,CO,6249,6490299,9707,3798,3496210,5672,Report,6249,9707,2584,3140777,4045,0,0,0
08/02/2021,31,SC,9098,4431174,9089,6762,2438530,6447,Report,9098,9089,2520,2097931,2978,0,0,0
08/02/2021,31,WI,6169,6178948,7438,4144,3273791,4885,Report,6169,7438,2184,3020950,2904,0,0,0
08/02/2021,31,MN,5780,6099571,8042,3984,3316113,5199,Report,5780,8042,1955,3039890,3131,0,0,0
08/02/2021,31,MI,11831,10007688,11000,7963,5267936,7133,Admin,11831,11001,4331,4925569,4253,0,0,0
08/02/2021,31,MA,10401,9221547,9207,6869,5045266,5891,Admin,10401,9207,4053,4443980,3783,0,0,0
